language;category;theme;groupId;groupTitle;subtopicId;subtopicTitle;title;synthesiaId;order;;;
en;helse;fysisk_aktivitet;kroppen ;The body;pain;Pain;Pain ;582339c6-498f-4144-a803-77c3965036fc;21;;;
en;helse;fysisk_aktivitet;kroppen ;The body;new_words;New Words;New Words;4e20e1b7-21b0-4484-9dba-20b2982dc630;22;;;
en;helse;fysisk_aktivitet;kroppen ;The body;muscles_and_skeleton;Muscles And Skeleton;Muscles And Skeleton;0c7d843e-a804-4b23-a73f-d34b07642e97;23;;;
en;helse;fysisk_aktivitet;kroppen ;The body;cases;Cases;Cases;2e02dc20-4a31-43fd-9fde-73fd505d48c6;24;;;
en;helse;fysisk_aktivitet;kroppen ;The body;summary;Summary;Summary;9ec3f1b3-4ae1-49e0-b2a4-c3bf8676d9fb;25;;;
en;helse;munnhelse;;;introduction;Introduction;Introduction ;3f5998a5-6bfb-4860-98ae-fc719aa5c66d;1;;;
en;helse;munnhelse;;;new_words;New Words;New Words;14a8194b-93ec-423c-ac23-17f3cb2b2eb0;2;;;
en;helse;munnhelse;;;rights;Rights;Rights;e53a8458-4db1-42d4-8d2f-cd57e0235bab;3;;;
en;helse;munnhelse;;;keep_your_teeth_cleen;Keep Your Teeth Cleen;Keep Your Tetth Cleen;447789ad-494f-4e38-afaa-5db1c95a0507;4;;;
en;helse;munnhelse;;;go_for_dental_checkup;Go For Dental Chekup;Go For Dental Chekup;bd918efb-0b1b-4eca-8a85-f0b135186e84;5;;;
en;helse;munnhelse;;;dietary_advice_for_oral_health;Dietary Advice For Oral Health;Dietary Advice For Oral Health;ddc3adde-c050-4ac5-a9f8-7889ed773108;6;;;
en;helse;munnhelse;;;oral_health_in_children;Oral Health In Children;Oral Health In Children;c97cfa0a-95b7-46f4-bfa7-78350568286d;7;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;introduction;Introduction;Introduction ;f1f911bd-baa8-497b-b659-16d4ea209fb7;1;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;new_words;New Words;New Words;e1545c31-5c8b-4909-81c8-7f177adc4546;2;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;mental_health;Mental Health;Mental Health;21473ecc-550a-4ec3-a9e7-0d2ce373d328;3;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;reflective_task;Reflective Task;Reflective Task;18c323b0-88b5-467b-81e5-220262a57a62;4;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;mental_health_problems;Mental Health Problems;Mental Health Problems;663113cd-c8d4-4162-b2e0-99675c683657;5;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;case;Case;Case;9afea498-052d-42c3-9949-4049dfbdaee7;6;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;mental_disorders;Mental Disorders;Mental Disorders;e43b4089-37e1-4a70-9e63-b8fa5b65fa82;7;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;how_to_take_care_of_your_mental_health;How To Take Care Of Your Mental Health;How To Take Care Of Your Mental Health;68c44343-537b-4d88-8983-c113a57b4f0b;8;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;intro;Intro;Intro;4d56e5fc-76de-4f00-a449-1e109d405c1f;9;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;crisis_and_emergency_situations;Crisis And Emergency Situations;Crisis And Emergency Situations;9794b469-eb63-4ed4-a861-0ed626904041;10;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;ugent_medical_help;Urgent Medical Help;Urgent Medical Help;f9e45758-173e-449c-817a-af6238a1074d;11;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;services_in_oslo_municipality;Services In Oslo Municipality;Services In Oslo Municipality;de7a8c6d-497c-4832-a0c4-3e3cf26d9bfc;12;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;voluntary_organisations_in_oslo;Voluntary Organisation In Oslo;Voluntary Organisation In Oslo;e8578eec-1066-4c42-8974-b9a7083916d1;13;;;
en;helse;psykisk_helse;psykisk_helse;Mental health;summary;Summary;Summary;24bcf0b0-f6d0-4043-a976-4c69b7e141c9;14;;;
en;helse;psykisk_helse;fastlege;General Practitioner;introduction;Introduction;Introduction ;839ee55f-e927-40c5-9ef2-6b5afc991242;15;;;
en;helse;psykisk_helse;fastlege;General Practitioner;new_words;New Words;New Words;560cbed1-6a00-4a68-8e4b-704d41cfd119;16;;;
en;helse;psykisk_helse;fastlege;General Practitioner;general_practitioner;General Practitioner;General Practitioner;03890c65-002c-4138-a2e8-4e91c9dc5add;17;;;
